-5.57685e+10 -1.74037e+10 -4.58653e+09 -1.1364e+09 -2.83432e+08 -7.39079e+07 -2.05176e+07 -6.10351e+06 -1.94561e+06 -661950 -238300 -88871.7 -32146.7 -8367.55 3222.84 10079.3 14801.1 18102.3 19977.5 20228.3 18689.7 15199 9235.89 -1004.99 -20881 -65348.7 -176501 -477786 -1.35181e+06 -4.05937e+06 -1.30331e+07 -4.49253e+07 -1.66476e+08 -6.60945e+08 -2.77727e+09 -1.1994e+10 -5.00718e+10 -1.80327e+11 -4.68213e+11 -7.07934e+11 -5.43397e+11 -2.23013e+11 -6.00726e+10 -1.32429e+10 -2.78643e+09 -6.08414e+08 -1.43141e+08 -3.67514e+07 -1.03048e+07 -3.14074e+06 -1.03345e+06 -364230 -136109 -52946.2 -20434.9 -6577.43 92.1772 3835.86 6220.19 7739.04 8437.32 8143.67 6463.92 2456.54 -6399.22 -27178.2 -80447.8 -228915 -675590 -2.124e+06 -7.19482e+06 -2.6382e+07 -1.04554e+08 -4.42528e+08 -1.94083e+09 -8.30856e+09 -3.14991e+10 -9.39707e+10 -2.06987e+11 -3.6425e+11 -5.27783e+11 -4.85475e+11 -2.39379e+11 -7.08754e+10 -1.57388e+10 -3.15507e+09 -6.39019e+08 -1.38343e+08 -3.27524e+07 -8.52539e+06 -2.43273e+06 -756125 -254151 -91809.7 -35541.5 -14810 -6762.82 -3505.32 -2144.98 -1565.4 
-2.18618e+10 -7.92083e+09 -2.3903e+09 -6.63598e+08 -1.81544e+08 -5.09909e+07 -1.50243e+07 -4.68854e+06 -1.55355e+06 -545599 -201798 -77275 -29047.2 -8600.07 1349.77 7151.12 11075.1 13781.6 15302.8 15489.9 14202.4 11279.8 6233.74 -2536.87 -19641 -57654.7 -151154 -398843 -1.09691e+06 -3.18385e+06 -9.80465e+06 -3.20946e+07 -1.11508e+08 -4.08417e+08 -1.55195e+09 -5.92538e+09 -2.14346e+10 -6.65438e+10 -1.53029e+11 -2.19501e+11 -1.75536e+11 -8.11148e+10 -2.54561e+10 -6.51932e+09 -1.56131e+09 -3.78742e+08 -9.68541e+07 -2.65532e+07 -7.84065e+06 -2.4901e+06 -847024 -306899 -117619 -47117.2 -19150.9 -7171.57 -1447.59 1718.33 3720.51 5016.36 5657.07 5486.19 4133.04 730.919 -6973.35 -25158.6 -71423.1 -198250 -571152 -1.74548e+06 -5.7081e+06 -2.00192e+07 -7.49615e+07 -2.95133e+08 -1.18151e+09 -4.52347e+09 -1.50677e+10 -3.90934e+10 -7.45195e+10 -1.12566e+11 -1.4302e+11 -1.27612e+11 -6.89502e+10 -2.40711e+10 -6.40866e+09 -1.51528e+09 -3.52112e+08 -8.50819e+07 -2.19621e+07 -6.11812e+06 -1.8418e+06 -597420 -207937 -77443.8 -30949.1 -13479.5 -6636.48 -3885.38 -2769.87 -2316.46 
-7.01654e+09 -2.92936e+09 -1.02259e+09 -3.24243e+08 -9.93988e+07 -3.0685e+07 -9.76888e+06 -3.24747e+06 -1.13338e+06 -415750 -159957 -64087 -26153.5 -10087.3 -2567.42 1483.42 3988.91 5601.79 6458.87 6513.89 5668.86 3742.92 235.975 -6271.59 -19566 -49523.5 -122327 -309929 -818890 -2.2699e+06 -6.61349e+06 -2.02358e+07 -6.47356e+07 -2.14366e+08 -7.20959e+08 -2.38219e+09 -7.32065e+09 -1.92269e+10 -3.84161e+10 -5.14485e+10 -4.26893e+10 -2.24745e+10 -8.41383e+09 -2.57541e+09 -7.22119e+08 -1.99692e+08 -5.67775e+07 -1.69474e+07 -5.3577e+06 -1.79804e+06 -640013 -241198 -96191.5 -40733.1 -18486.3 -9098.02 -4844.53 -2670.67 -1353.29 -445.738 131.171 240.433 -475.779 -2813.7 -8702.95 -23173.6 -60022.4 -158927 -439904 -1.28575e+06 -3.98263e+06 -1.3055e+07 -4.49227e+07 -1.59254e+08 -5.61422e+08 -1.85643e+09 -5.30082e+09 -1.19512e+10 -2.03353e+10 -2.74737e+10 -3.11115e+10 -2.68383e+10 -1.58424e+10 -6.55716e+09 -2.12248e+09 -6.03291e+08 -1.64218e+08 -4.51949e+07 -1.2958e+07 -3.92719e+06 -1.26516e+06 -433662 -158148 -61559.8 -25961.6 -12332.6 -7031.69 -5019.2 -4319.93 -4109.11 
-1.99929e+09 -9.50406e+08 -3.8259e+08 -1.39174e+08 -4.82386e+07 -1.65447e+07 -5.75404e+06 -2.05917e+06 -764601 -296166 -120497 -52354.7 -25294.3 -14595.3 -10680.7 -9652.66 -9811.71 -10343.7 -10828.3 -11074.9 -11097.7 -11165.3 -11942.1 -14851.7 -23034.4 -43884 -95849.4 -227140 -568844 -1.49047e+06 -4.06761e+06 -1.15113e+07 -3.35357e+07 -9.93101e+07 -2.92752e+08 -8.31169e+08 -2.16275e+09 -4.8099e+09 -8.38007e+09 -1.04929e+10 -8.9825e+09 -5.33943e+09 -2.37527e+09 -8.72762e+08 -2.89466e+08 -9.24412e+07 -2.96166e+07 -9.74818e+06 -3.33813e+06 -1.19653e+06 -450409 -178916 -76066.7 -35922.2 -20161.4 -14255 -12377.6 -12018.7 -12012.2 -11817.1 -11265.3 -10479.6 -9873.94 -10276.5 -13386.3 -23132.6 -49544.5 -119948 -312534 -860846 -2.48911e+06 -7.5054e+06 -2.33257e+07 -7.31553e+07 -2.23579e+08 -6.32116e+08 -1.54637e+09 -3.0638e+09 -4.76069e+09 -5.96192e+09 -6.2378e+09 -5.2441e+09 -3.32868e+09 -1.60125e+09 -6.22585e+08 -2.12215e+08 -6.79647e+07 -2.14776e+07 -6.90599e+06 -2.29967e+06 -800514 -292817 -113237 -47036 -21879.9 -12312.2 -8936.51 -8077.68 -8176.56 -8496.93 
-5.43065e+08 -2.89475e+08 -1.32739e+08 -5.50263e+07 -2.15319e+07 -8.22288e+06 -3.13805e+06 -1.21604e+06 -484151 -200706 -89107.7 -45329.9 -29532.6 -26048.2 -28399.4 -33545.1 -39629.9 -45169.8 -48906.2 -49980.2 -48180.9 -44080.8 -39005.6 -34994.6 -35147.1 -45081.8 -77099.6 -161130 -373642 -915470 -2.32387e+06 -6.04881e+06 -1.59786e+07 -4.22206e+07 -1.09219e+08 -2.68137e+08 -5.9849e+08 -1.14933e+09 -1.78379e+09 -2.11429e+09 -1.85632e+09 -1.21983e+09 -6.29556e+08 -2.72953e+08 -1.06215e+08 -3.91254e+07 -1.41686e+07 -5.16997e+06 -1.9301e+06 -744550 -299633 -128220 -61210.3 -35744.7 -27647.8 -27132.9 -29826.9 -33400.4 -36362.1 -37736 -37071.9 -34506.5 -30747.5 -27019.2 -25178.5 -28454.9 -43814.6 -88611.9 -209169 -533711 -1.42512e+06 -3.91852e+06 -1.09228e+07 -3.019e+07 -8.01013e+07 -1.95295e+08 -4.15684e+08 -7.37167e+08 -1.06475e+09 -1.26757e+09 -1.26934e+09 -1.05663e+09 -7.10335e+08 -3.8538e+08 -1.74981e+08 -7.01669e+07 -2.61762e+07 -9.46738e+06 -3.41749e+06 -1.2549e+06 -474643 -186925 -78077.8 -36181.8 -20364.4 -15214.2 -14639.4 -16004.4 -17955.6 -19640.3 
-1.48024e+08 -8.70025e+07 -4.4702e+07 -2.08469e+07 -9.13378e+06 -3.86833e+06 -1.61896e+06 -681309 -293552 -133796 -69667.5 -47329.6 -44987.4 -53745.6 -69583 -89798 -111410 -130710 -143744 -147448 -140840 -125526 -105197 -84503.2 -68187.9 -61413.9 -72183.1 -117594 -238665 -536077 -1.25716e+06 -3.00364e+06 -7.20173e+06 -1.70538e+07 -3.90593e+07 -8.41502e+07 -1.64572e+08 -2.801e+08 -3.96992e+08 -4.51559e+08 -4.04592e+08 -2.87601e+08 -1.67349e+08 -8.34322e+07 -3.73944e+07 -1.57165e+07 -6.4009e+06 -2.58692e+06 -1.05535e+06 -441138 -193314 -93683.3 -55963.2 -45718.8 -48839.1 -58975.9 -72417.9 -86064 -96922 -102457 -101277 -93622.6 -81303.4 -67132.9 -54302.9 -46321.8 -48217.5 -70270.5 -137573 -314353 -766060 -1.91353e+06 -4.78826e+06 -1.17307e+07 -2.73389e+07 -5.85102e+07 -1.10688e+08 -1.79139e+08 -2.43958e+08 -2.80531e+08 -2.75249e+08 -2.30126e+08 -1.62315e+08 -9.67137e+07 -4.97442e+07 -2.28737e+07 -9.7631e+06 -3.99778e+06 -1.61142e+06 -651823 -268949 -115727 -54523.8 -31173.7 -24246.6 -25084.2 -29913.8 -36660 -43669.2 -49339.4 
-4.17789e+07 -2.66432e+07 -1.50794e+07 -7.79321e+06 -3.77962e+06 -1.76213e+06 -806411 -370107 -176417 -94612.8 -66157 -66269.3 -85475.5 -120761 -170797 -232751 -300067 -361852 -404833 -417844 -396823 -347060 -280950 -212778 -154078 -112119 -91891.1 -100965 -157919 -308296 -657628 -1.43952e+06 -3.14519e+06 -6.73018e+06 -1.38247e+07 -2.66104e+07 -4.66402e+07 -7.21149e+07 -9.53692e+07 -1.05272e+08 -9.58779e+07 -7.24149e+07 -4.63103e+07 -2.58724e+07 -1.30737e+07 -6.17361e+06 -2.80052e+06 -1.24785e+06 -557081 -255865 -127974 -78603.4 -67460.9 -77957.3 -103222 -139395 -182110 -224882 -259380 -277542 -274601 -251214 -213219 -169166 -127303 -93815.7 -73182.1 -70755.4 -98150.5 -184147 -397990 -898481 -2.02732e+06 -4.44928e+06 -9.25426e+06 -1.77363e+07 -3.045e+07 -4.57545e+07 -5.94217e+07 -6.66582e+07 -6.49107e+07 -5.49759e+07 -4.04508e+07 -2.59582e+07 -1.47409e+07 -7.5831e+06 -3.63014e+06 -1.65926e+06 -740505 -329311 -149740 -73363 -43379.1 -35527.8 -39790.1 -52074.6 -70287.1 -92267.1 -114740 -133251 
-1.24149e+07 -8.46831e+06 -5.19746e+06 -2.93339e+06 -1.55607e+06 -792412 -396343 -201834 -113380 -82074.1 -86230.2 -119484 -184091 -286419 -432156 -619862 -833657 -1.03908e+06 -1.18831e+06 -1.23749e+06 -1.16884e+06 -1.00181e+06 -783284 -564283 -380336 -246010 -161087 -120668 -124481 -185691 -342861 -679984 -1.35782e+06 -2.65011e+06 -4.95016e+06 -8.66469e+06 -1.38908e+07 -1.99178e+07 -2.49917e+07 -2.69935e+07 -2.49132e+07 -1.97205e+07 -1.35801e+07 -8.31471e+06 -4.64227e+06 -2.42387e+06 -1.2114e+06 -592649 -292192 -153999 -98571.7 -89140.2 -111300 -161761 -241495 -350153 -480685 -615537 -727582 -788092 -779205 -703182 -581414 -443815 -316384 -214410 -142960 -101735 -91180.2 -119120 -209698 -417764 -850590 -1.6902e+06 -3.1877e+06 -5.5728e+06 -8.83942e+06 -1.2507e+07 -1.56306e+07 -1.7214e+07 -1.67413e+07 -1.44145e+07 -1.10138e+07 -7.50715e+06 -4.61507e+06 -2.60156e+06 -1.37149e+06 -690148 -338582 -166507 -86753.7 -54072 -47153.4 -57381.7 -82565.8 -123237 -179746 -249286 -323269 -386866 
-3.91178e+06 -2.81987e+06 -1.85173e+06 -1.12671e+06 -647149 -358696 -198777 -119120 -90337 -99545.9 -147429 -246841 -422342 -708006 -1.1389e+06 -1.73122e+06 -2.4509e+06 -3.18518e+06 -3.74887e+06 -3.95299e+06 -3.71175e+06 -3.10427e+06 -2.32844e+06 -1.58623e+06 -998076 -592084 -340831 -201438 -138920 -134868 -189890 -325963 -590369 -1.05763e+06 -1.81863e+06 -2.94006e+06 -4.38498e+06 -5.92594e+06 -7.14312e+06 -7.59356e+06 -7.08489e+06 -5.81771e+06 -4.24668e+06 -2.79891e+06 -1.69722e+06 -966213 -527812 -285030 -161520 -109458 -104810 -141008 -224444 -371031 -600955 -928029 -1.34234e+06 -1.7922e+06 -2.18133e+06 -2.39753e+06 -2.36722e+06 -2.09929e+06 -1.68063e+06 -1.22648e+06 -826763 -523148 -317278 -191186 -124330 -103037 -124939 -201937 -363171 -655622 -1.13504e+06 -1.83743e+06 -2.73157e+06 -3.68017e+06 -4.45756e+06 -4.83996e+06 -4.71406e+06 -4.12817e+06 -3.26128e+06 -2.33705e+06 -1.53275e+06 -931647 -533031 -292518 -158285 -89389.8 -59783.4 -56047.2 -74131.4 -116993 -192976 -313627 -488937 -718177 -977666 -1.21382e+06 
-1.30862e+06 -987283 -686190 -445813 -276093 -168569 -109401 -87997 -101793 -159972 -288828 -540438 -1.00397e+06 -1.81352e+06 -3.13594e+06 -5.10978e+06 -7.71015e+06 -1.05716e+07 -1.29253e+07 -1.38683e+07 -1.29358e+07 -1.04885e+07 -7.46496e+06 -4.74712e+06 -2.75814e+06 -1.49941e+06 -781572 -402694 -217250 -139713 -128115 -168611 -265449 -433946 -691931 -1.04561e+06 -1.47028e+06 -1.89585e+06 -2.21552e+06 -2.3276e+06 -2.19121e+06 -1.85234e+06 -1.4164e+06 -991127 -644257 -396430 -237588 -147078 -107058 -108996 -157056 -271763 -495321 -896434 -1.56663e+06 -2.59265e+06 -3.98972e+06 -5.60762e+06 -7.08076e+06 -7.92816e+06 -7.81296e+06 -6.77453e+06 -5.20562e+06 -3.59293e+06 -2.26697e+06 -1.33316e+06 -745434 -405292 -222092 -132971 -101969 -113371 -165501 -265448 -422693 -639679 -900633 -1.1652e+06 -1.37537e+06 -1.47663e+06 -1.44182e+06 -1.28279e+06 -1.04342e+06 -779964 -539931 -349878 -215497 -129462 -80290.9 -58408.4 -59231.3 -84867.6 -146012 -264823 -478219 -838486 -1.40361e+06 -2.20502e+06 -3.18677e+06 -4.14632e+06 
