-5.04188 -5.02278 -4.9167
-2.90856 -3.03909 -4.93146
-2.96457 -4.96914 -2.98555
-5.07871 -2.97559 -2.91129
-5.0465 -4.97451 -0.961052
-3.02971 -3.03627 -0.83547
-2.87903 -4.9136 1.03684
-5.02998 -3.00149 1.14444
-4.90532 -5.05225 3.16978
-2.91169 -2.96874 3.16052
-3.04658 -4.98856 5.22704
-4.97817 -2.98329 5.18005
-5.07838 -0.827396 -4.98478
-3.03877 1.07735 -4.95631
-3.02842 -0.941604 -2.87821
-5.05581 1.06781 -3.03131
-4.9115 -0.919575 -0.860737
-2.94689 1.17514 -0.832392
-2.908 -0.894497 1.10888
-5.09515 1.05375 1.14439
-5.00585 -0.856419 3.2306
-2.97835 1.03454 3.09401
-2.90084 -0.913629 5.26207
-5.04037 1.13215 5.22512
-5.00102 3.08857 -4.90194
-2.93851 5.27444 -5.00061
-3.01195 3.2044 -3.00093
-5.07234 5.16113 -2.89983
-5.0962 3.08336 -0.842581
-2.92112 5.21319 -0.966666
-3.05537 3.06314 1.088
-4.95474 5.28887 1.07481
-4.93154 3.11421 3.25572
-2.95473 5.23317 3.14817
-3.00456 3.05761 5.17385
-5.09111 5.11932 5.27613
-0.880824 -5.00211 -5.05463
1.14346 -2.87792 -4.95693
1.17152 -5.06286 -2.95006
-0.979159 -2.88261 -3.03085
-0.977561 -5.02224 -0.904218
1.08345 -3.03689 -0.852254
1.20347 -5.05265 1.12397
-0.872634 -3.01455 1.04547
-0.974001 -4.9424 3.10348
1.15851 -2.90574 3.21952
1.06797 -5.07963 5.0983
-0.956927 -2.91826 5.11398
-0.93881 -0.944725 -4.93017
1.03635 1.16294 -5.00013
1.18246 -0.927035 -3.02046
-0.855087 1.06229 -2.88219
-0.884249 -0.839695 -0.978165
1.19135 1.1801 -1.00751
1.03871 -0.949975 1.09882
-0.891882 1.13253 1.19928
-1.00684 -0.909801 3.17857
1.13263 1.03767 3.20437
1.0476 -0.947913 5.14355
-0.988382 1.18026 5.22568
-0.955002 3.12345 -5.04993
1.14116 5.21847 -5.04556
1.10156 3.10858 -2.99152
-0.877173 5.20501 -2.93984
-0.947691 3.19102 -0.827397
1.07642 5.21567 -0.879628
1.04653 3.24176 1.17357
-0.918187 5.24356 1.17697
-0.879273 3.20243 3.08172
1.17981 5.20308 3.1357
1.15883 3.10183 5.16269
-0.909567 5.14723 5.12413
3.21838 -5.07783 -4.96292
5.11593 -3.01076 -4.97998
5.18173 -4.9461 -2.87699
3.05696 -2.86464 -2.90923
3.12998 -5.07439 -0.8245
5.20372 -2.87791 -0.915759
5.27123 -4.9392 1.11402
3.13083 -2.93548 1.10633
3.09151 -5.04349 3.11332
5.2585 -2.94581 3.05819
5.26266 -5.08183 5.16298
3.24586 -2.87532 5.1956
3.09798 -0.840542 -4.94645
5.19014 1.21519 -4.90798
5.26058 -0.904598 -2.95019
3.18692 1.03978 -2.88467
3.1671 -0.884252 -0.964524
5.11963 1.03979 -0.932961
5.26429 -0.823471 1.02228
3.23804 1.12402 1.11048
3.2189 -0.943181 3.1213
5.20499 1.15256 3.25093
5.14893 -0.986653 5.10397
3.0639 1.20183 5.25406
3.09798 3.15968 -4.95873
5.11012 5.11817 -5.03471
5.13397 3.15705 -3.05922
3.13158 5.16469 -2.91995
3.1804 3.25017 -0.909457
5.26677 5.16341 -0.85902
5.11347 3.16986 1.15993
3.15973 5.28007 1.15827
3.06861 3.20386 3.12499
5.13095 5.19361 3.09541
5.21785 3.23857 5.18826
3.08977 5.26952 5.12958
